,dataset_name,sampling_budget,query_ratio,mean_accuracy
634,Combo_004.csv,0.04,0.05,0.9404884269939999
12508,Gauss_enx_003.csv,0.11,0.09,0.875530165882
16915,Parcel_013.csv,0.12,0.06,0.9885929307860001
20112,Uniform_enx_005.csv,0.12,0.03,0.984862783361
6476,Diagonal_eny_003.csv,0.08,0.07,0.935331505979
15169,Parcel_004.csv,0.17,0.1,0.9941596561120001
4177,Diagonal_003.csv,0.18,0.08,0.9528749011579999
19939,Uniform_enx_004.csv,0.14,0.1,0.994841660573
21298,Uniform_eny_005.csv,0.1,0.09,0.990366393731
11064,Gauss_002.csv,0.07,0.05,0.8204095225910001
10531,DiagonalRot_eny_005.csv,0.14,0.02,0.995931402288
5991,Diagonal_enx_006.csv,0.2,0.02,0.968094268794
18029,Uniform_001.csv,0.03,0.1,0.990413165165
2581,Combo_013.csv,0.19,0.02,0.950035794542
19779,Uniform_enx_003.csv,0.18,0.1,0.995038552214
11999,Gauss_006.csv,0.2,0.1,0.8651640390459999
8385,DiagonalRot_006.csv,0.19,0.06,0.9979842790799999
10674,DiagonalRot_eny_006.csv,0.08,0.05,0.977945716154
9447,DiagonalRot_enx_006.csv,0.05,0.08,0.971798030338
2104,Combo_011.csv,0.11,0.05,0.8640564629559999
21081,Uniform_eny_004.csv,0.09,0.02,0.973855201127
18611,Uniform_004.csv,0.02,0.02,0.9381752453899999
3764,Diagonal_001.csv,0.17,0.05,0.94787182081
4234,Diagonal_004.csv,0.04,0.05,0.9432401753849999
4994,Diagonal_enx_001.csv,0.2,0.05,0.966302709902
5057,Diagonal_enx_002.csv,0.06,0.08,0.944236029818
17042,Parcel_014.csv,0.05,0.03,0.970659910247
4434,Diagonal_005.csv,0.04,0.05,0.919031391757
11676,Gauss_005.csv,0.08,0.07,0.8689598433700001
717,Combo_004.csv,0.12,0.08,0.970047547014
3816,Diagonal_002.csv,0.02,0.07,0.9247486606630001
6773,Diagonal_eny_004.csv,0.18,0.04,0.944809149713
11186,Gauss_002.csv,0.19,0.07,0.891513755536
10738,DiagonalRot_eny_006.csv,0.14,0.09,0.9727606836210001
14671,Parcel_002.csv,0.08,0.02,0.9616626077949999
9813,DiagonalRot_eny_002.csv,0.02,0.04,0.9649589107350001
21012,Uniform_eny_004.csv,0.02,0.03,0.9630504276690001
9288,DiagonalRot_enx_005.csv,0.09,0.09,0.943173145266
6811,Diagonal_eny_005.csv,0.02,0.02,0.8816824915170001
3893,Diagonal_002.csv,0.1,0.04,0.959329893655
9359,DiagonalRot_enx_005.csv,0.16,0.1,0.952966102429
15129,Parcel_004.csv,0.13,0.1,0.993924839158
10655,DiagonalRot_eny_006.csv,0.06,0.06,0.975382248593
3700,Diagonal_001.csv,0.11,0.01,0.93815995014
7374,DiagonalRot_001.csv,0.18,0.05,0.977712417674
6314,Diagonal_eny_002.csv,0.12,0.05,0.942950424244
12816,Gauss_enx_005.csv,0.02,0.07,0.72350917151
3645,Diagonal_001.csv,0.05,0.06,0.942988160468
192,Combo_001.csv,0.2,0.03,0.869070637379
13414,Gauss_eny_002.csv,0.02,0.05,0.773120127563
816,Combo_005.csv,0.02,0.07,0.8948144134639999
20800,Uniform_eny_003.csv,0.01,0.01,0.802373071743
15810,Parcel_008.csv,0.02,0.01,0.8620200057240001
6160,Diagonal_eny_001.csv,0.17,0.01,0.965007993467
15641,Parcel_007.csv,0.05,0.02,0.956598276543
4390,Diagonal_004.csv,0.2,0.01,0.948339820327
11164,Gauss_002.csv,0.17,0.05,0.872269012596
4927,Diagonal_enx_001.csv,0.13,0.08,0.959141712143
5552,Diagonal_enx_004.csv,0.16,0.03,0.957314508603
10799,DiagonalRot_eny_006.csv,0.2,0.1,0.976180812148
19141,Uniform_006.csv,0.15,0.02,0.982508742998
238,Combo_002.csv,0.04,0.09,0.8163372479709999
12207,Gauss_enx_002.csv,0.01,0.08,0.672625337799
20842,Uniform_eny_003.csv,0.05,0.03,0.96920808609
11169,Gauss_002.csv,0.17,0.1,0.8835523337279999
20428,Uniform_eny_001.csv,0.03,0.09,0.98923142339
4236,Diagonal_004.csv,0.04,0.07,0.9463379412540001
5618,Diagonal_enx_005.csv,0.02,0.09,0.8894514890590001
18408,Uniform_003.csv,0.01,0.09,0.974306218967
8640,DiagonalRot_enx_002.csv,0.05,0.01,0.952465594393
5097,Diagonal_enx_002.csv,0.1,0.08,0.9499303749529999
14665,Parcel_002.csv,0.07,0.06,0.9876108874449999
2242,Combo_012.csv,0.05,0.03,0.756783415781
18002,Uniform_001.csv,0.01,0.03,0.945596680149
3552,Combo_018.csv,0.16,0.03,0.9851733738490001
20490,Uniform_eny_001.csv,0.1,0.01,0.95120438253
8328,DiagonalRot_006.csv,0.13,0.09,0.9901526371430001
5628,Diagonal_enx_005.csv,0.03,0.09,0.897652947712
10602,DiagonalRot_eny_006.csv,0.01,0.03,0.943786029657
4507,Diagonal_005.csv,0.11,0.08,0.9220123361489999
19910,Uniform_enx_004.csv,0.12,0.01,0.9505311418700001
12174,Gauss_enx_001.csv,0.18,0.05,0.8415331570290001
14453,Parcel_001.csv,0.06,0.04,0.970667186681
16530,Parcel_011.csv,0.14,0.01,0.95477180198
15093,Parcel_004.csv,0.1,0.04,0.973140861534
18585,Uniform_003.csv,0.19,0.06,0.991174998698
2294,Combo_012.csv,0.1,0.05,0.8072767485169999
11803,Gauss_006.csv,0.01,0.04,0.682394483047
21441,Uniform_eny_006.csv,0.05,0.02,0.957839233818
19899,Uniform_enx_004.csv,0.1,0.1,0.9932537210819999
14318,Gauss_eny_006.csv,0.12,0.09,0.881880024612
18358,Uniform_002.csv,0.16,0.09,0.995125314591
8690,DiagonalRot_enx_002.csv,0.1,0.01,0.962181685864
7081,Diagonal_eny_006.csv,0.09,0.02,0.9289349714990001
4733,Diagonal_006.csv,0.14,0.04,0.953181238455
8912,DiagonalRot_enx_003.csv,0.12,0.03,0.937294714823
13045,Gauss_enx_006.csv,0.05,0.06,0.8182199537639999
17950,Parcel_018.csv,0.16,0.01,0.800290609949
20727,Uniform_eny_002.csv,0.13,0.08,0.991344450919
11281,Gauss_003.csv,0.09,0.02,0.794231672075
14955,Parcel_003.csv,0.16,0.06,0.989619756405
20729,Uniform_eny_002.csv,0.13,0.1,0.9927413906489999
16980,Parcel_013.csv,0.19,0.01,0.9525625922069999
20636,Uniform_eny_002.csv,0.04,0.07,0.982474781206
11510,Gauss_004.csv,0.12,0.01,0.785404666438
5520,Diagonal_enx_004.csv,0.13,0.01,0.9517983044149999
11821,Gauss_006.csv,0.03,0.02,0.700002875496
2700,Combo_014.csv,0.11,0.01,0.9531906933740001
1700,Combo_009.csv,0.11,0.01,0.9368290872799998
13596,Gauss_eny_002.csv,0.2,0.07,0.874344475138
6968,Diagonal_eny_005.csv,0.17,0.09,0.9540768800180001
20118,Uniform_enx_005.csv,0.12,0.09,0.994586699024
16322,Parcel_010.csv,0.13,0.03,0.9725219775480001
6219,Diagonal_eny_002.csv,0.02,0.1,0.929107603123
18337,Uniform_002.csv,0.14,0.08,0.993555413993
86,Combo_001.csv,0.09,0.07,0.8457355197290001
19600,Uniform_enx_003.csv,0.01,0.01,0.7710698374680001
19578,Uniform_enx_002.csv,0.18,0.09,0.995522656389
15346,Parcel_005.csv,0.15,0.07,0.990085986952
17413,Parcel_016.csv,0.02,0.04,0.957520326503
136,Combo_001.csv,0.14,0.07,0.860137901468
6972,Diagonal_eny_005.csv,0.18,0.03,0.9358317791580001
11087,Gauss_002.csv,0.09,0.08,0.8637129666680001
15721,Parcel_007.csv,0.13,0.02,0.9757222282410001
1200,Combo_007.csv,0.01,0.01,0.7568621151450001
6121,Diagonal_eny_001.csv,0.13,0.02,0.959817129898
15748,Parcel_007.csv,0.15,0.09,0.995093105745
12127,Gauss_enx_001.csv,0.13,0.08,0.857513995247
19010,Uniform_006.csv,0.02,0.01,0.879118675558
14125,Gauss_eny_005.csv,0.13,0.06,0.853108079299
13622,Gauss_eny_003.csv,0.03,0.03,0.78942108154
6296,Diagonal_eny_002.csv,0.1,0.07,0.952782427071
3927,Diagonal_002.csv,0.13,0.08,0.960229715568
14387,Gauss_eny_006.csv,0.19,0.08,0.907621251072
20347,Uniform_enx_006.csv,0.15,0.08,0.990724996373
3606,Diagonal_001.csv,0.01,0.07,0.920588615613
2330,Combo_012.csv,0.14,0.01,0.800055839037
11707,Gauss_005.csv,0.11,0.08,0.8589748013869999
2187,Combo_011.csv,0.19,0.08,0.9288520493369999
195,Combo_001.csv,0.2,0.06,0.8618005076530001
12356,Gauss_enx_002.csv,0.16,0.07,0.823238627739
17186,Parcel_014.csv,0.19,0.07,0.993739633522
15954,Parcel_008.csv,0.16,0.05,0.99064058184
14638,Parcel_002.csv,0.04,0.09,0.9889034796349999
2668,Combo_014.csv,0.07,0.09,0.937953954419
16625,Parcel_012.csv,0.03,0.06,0.967465604863
15195,Parcel_004.csv,0.2,0.06,0.988769119499
2761,Combo_014.csv,0.17,0.02,0.9391000787279999
2032,Combo_011.csv,0.04,0.03,0.811488347903
17028,Parcel_014.csv,0.03,0.09,0.986449904522
5103,Diagonal_enx_002.csv,0.11,0.04,0.933356418018
13652,Gauss_eny_003.csv,0.06,0.03,0.80898248967
1637,Combo_009.csv,0.04,0.08,0.986997494933
8312,DiagonalRot_006.csv,0.12,0.03,0.998650925305
11173,Gauss_002.csv,0.18,0.04,0.8747485878200001
20073,Uniform_enx_005.csv,0.08,0.04,0.9832376501729999
3074,Combo_016.csv,0.08,0.05,0.984926476822
7296,DiagonalRot_001.csv,0.1,0.07,0.9759011922409999
3278,Combo_017.csv,0.08,0.09,0.991994697978
8003,DiagonalRot_005.csv,0.01,0.04,0.895671412993
18433,Uniform_003.csv,0.04,0.04,0.9687979901289999
8326,DiagonalRot_006.csv,0.13,0.07,0.98918828335
13516,Gauss_eny_002.csv,0.12,0.07,0.830239870853
7352,DiagonalRot_001.csv,0.16,0.03,0.966547671999
13450,Gauss_eny_002.csv,0.06,0.01,0.821428212857
10751,DiagonalRot_eny_006.csv,0.16,0.02,0.9647811451
7829,DiagonalRot_004.csv,0.03,0.1,0.955687124539
16446,Parcel_011.csv,0.05,0.07,0.9874173236220001
7697,DiagonalRot_003.csv,0.1,0.08,0.964757065327
14427,Parcel_001.csv,0.03,0.08,0.979963134
5668,Diagonal_enx_005.csv,0.07,0.09,0.925928835423
18422,Uniform_003.csv,0.03,0.03,0.954348890652
10659,DiagonalRot_eny_006.csv,0.06,0.1,0.969646313938
17063,Parcel_014.csv,0.07,0.04,0.9800007564550001
8933,DiagonalRot_enx_003.csv,0.14,0.04,0.941286259414
5307,Diagonal_enx_003.csv,0.11,0.08,0.931359196204
18646,Uniform_004.csv,0.05,0.07,0.9906304552930001
20312,Uniform_enx_006.csv,0.12,0.03,0.974428256391
12855,Gauss_enx_005.csv,0.06,0.06,0.761607532494
11035,Gauss_002.csv,0.04,0.06,0.8010462189550001
5488,Diagonal_enx_004.csv,0.09,0.09,0.983888710757
16678,Parcel_012.csv,0.08,0.09,0.9876095338330001
8024,DiagonalRot_005.csv,0.03,0.05,0.924506672223
10748,DiagonalRot_eny_006.csv,0.15,0.09,0.980188541684
16873,Parcel_013.csv,0.08,0.04,0.978021919606
690,Combo_004.csv,0.1,0.01,0.927562153658
12013,Gauss_enx_001.csv,0.02,0.04,0.7574497287180001
16986,Parcel_013.csv,0.19,0.07,0.991805655309
10103,DiagonalRot_eny_003.csv,0.11,0.04,0.993784691256
1014,Combo_006.csv,0.02,0.05,0.8857583667059999
869,Combo_005.csv,0.07,0.1,0.9172473464129999
1993,Combo_010.csv,0.2,0.04,0.893604688839
10626,DiagonalRot_eny_006.csv,0.03,0.07,0.9733346817980001
11949,Gauss_006.csv,0.15,0.1,0.848128319383
14839,Parcel_003.csv,0.04,0.1,0.9871855965240001
14924,Parcel_003.csv,0.13,0.05,0.985840688989
10558,DiagonalRot_eny_005.csv,0.16,0.09,0.9811736655589999
7610,DiagonalRot_003.csv,0.02,0.01,0.888298663247
5283,Diagonal_enx_003.csv,0.09,0.04,0.932879103675
4370,Diagonal_004.csv,0.18,0.01,0.944216077185
1361,Combo_007.csv,0.17,0.02,0.975554284691
1629,Combo_009.csv,0.03,0.1,0.986356373178
12625,Gauss_enx_004.csv,0.03,0.06,0.784170079741
1551,Combo_008.csv,0.16,0.02,0.979170473436
21276,Uniform_eny_005.csv,0.08,0.07,0.9869309112369999
17721,Parcel_017.csv,0.13,0.02,0.9639275074079999
8252,DiagonalRot_006.csv,0.06,0.03,0.997950123899
10442,DiagonalRot_eny_005.csv,0.05,0.03,0.998014109964
14631,Parcel_002.csv,0.04,0.02,0.941972383156
5039,Diagonal_enx_002.csv,0.04,0.1,0.947837534495
20865,Uniform_eny_003.csv,0.07,0.06,0.987799070377
5694,Diagonal_enx_005.csv,0.1,0.05,0.9442360683769999
5119,Diagonal_enx_002.csv,0.12,0.1,0.9597399380920001
1134,Combo_006.csv,0.14,0.05,0.916742324338
10996,Gauss_001.csv,0.2,0.07,0.854500222111
10278,DiagonalRot_eny_004.csv,0.08,0.09,0.9683358959810001
10451,DiagonalRot_eny_005.csv,0.06,0.02,0.9979358550949999
4017,Diagonal_003.csv,0.02,0.08,0.896148441366
10409,DiagonalRot_eny_005.csv,0.01,0.1,0.976344975107
2424,Combo_013.csv,0.03,0.05,0.9391785478799999
4138,Diagonal_003.csv,0.14,0.09,0.9490754838400001
12048,Gauss_enx_001.csv,0.05,0.09,0.824499281102
859,Combo_005.csv,0.06,0.1,0.9154565476350001
2962,Combo_015.csv,0.17,0.03,0.935772742132
2426,Combo_013.csv,0.03,0.07,0.941477597914
20041,Uniform_enx_005.csv,0.05,0.02,0.961950811414
17748,Parcel_017.csv,0.15,0.09,0.992780598188
7674,DiagonalRot_003.csv,0.08,0.05,0.959099485791
20698,Uniform_eny_002.csv,0.1,0.09,0.9917347055239999
16753,Parcel_012.csv,0.16,0.04,0.9747233973039999
4937,Diagonal_enx_001.csv,0.14,0.08,0.960052634062
10896,Gauss_001.csv,0.1,0.07,0.837005190609
5285,Diagonal_enx_003.csv,0.09,0.06,0.9389160962540001
8367,DiagonalRot_006.csv,0.17,0.08,0.999051633097
12905,Gauss_enx_005.csv,0.11,0.06,0.808422948387
2093,Combo_011.csv,0.1,0.04,0.8672568791130001
19893,Uniform_enx_004.csv,0.1,0.04,0.985046535018
11336,Gauss_003.csv,0.14,0.07,0.819419295407
11683,Gauss_005.csv,0.09,0.04,0.8277110929260001
7817,DiagonalRot_004.csv,0.02,0.08,0.954784072722
1920,Combo_010.csv,0.13,0.01,0.8216053137720001
82,Combo_001.csv,0.09,0.03,0.8139680555050001
17200,Parcel_015.csv,0.01,0.01,0.705468601559
13318,Gauss_eny_001.csv,0.12,0.09,0.802734276657
19067,Uniform_006.csv,0.07,0.08,0.992288858925
4396,Diagonal_004.csv,0.2,0.07,0.9600865242200001
8475,DiagonalRot_enx_001.csv,0.08,0.06,0.993746872786
1813,Combo_010.csv,0.02,0.04,0.8111185906370001
1271,Combo_007.csv,0.08,0.02,0.9577188908670001
15226,Parcel_005.csv,0.03,0.07,0.980038705853
2994,Combo_015.csv,0.2,0.05,0.9248952756669999
20515,Uniform_eny_001.csv,0.12,0.06,0.9928768746979999
15674,Parcel_007.csv,0.08,0.05,0.9877578369810001
15438,Parcel_006.csv,0.04,0.09,0.987819418449
19875,Uniform_enx_004.csv,0.08,0.06,0.9883542817700001
19068,Uniform_006.csv,0.07,0.09,0.9935404069220001
2642,Combo_014.csv,0.05,0.03,0.924049175107
9280,DiagonalRot_enx_005.csv,0.09,0.01,0.945484941604
18057,Uniform_001.csv,0.06,0.08,0.990061721725
4195,Diagonal_003.csv,0.2,0.06,0.942001804894
13032,Gauss_enx_006.csv,0.04,0.03,0.7424552356499999
12768,Gauss_enx_004.csv,0.17,0.09,0.838433406084
12360,Gauss_enx_002.csv,0.17,0.01,0.791175683442
3849,Diagonal_002.csv,0.05,0.1,0.9612436317280001
21448,Uniform_eny_006.csv,0.05,0.09,0.990360435627
19834,Uniform_enx_004.csv,0.04,0.05,0.9831768522700002
16194,Parcel_009.csv,0.2,0.05,0.9893833125
15253,Parcel_005.csv,0.06,0.04,0.973472270171
16193,Parcel_009.csv,0.2,0.04,0.986006502177
3554,Combo_018.csv,0.16,0.05,0.9907946460879999
13237,Gauss_eny_001.csv,0.04,0.08,0.732626730341
2600,Combo_014.csv,0.01,0.01,0.8947678399860001
18644,Uniform_004.csv,0.05,0.05,0.98546231986
1518,Combo_008.csv,0.12,0.09,0.9925360374299999
4117,Diagonal_003.csv,0.12,0.08,0.9439323853560001
10825,Gauss_001.csv,0.03,0.06,0.763072641379
5755,Diagonal_enx_005.csv,0.16,0.06,0.95429449406
5633,Diagonal_enx_005.csv,0.04,0.04,0.895006176312
8399,DiagonalRot_006.csv,0.2,0.1,0.998313117885
19618,Uniform_enx_003.csv,0.02,0.09,0.9823141096520001
13065,Gauss_enx_006.csv,0.07,0.06,0.815959625257
7162,Diagonal_eny_006.csv,0.17,0.03,0.936084297016
14256,Gauss_eny_006.csv,0.06,0.07,0.856060861197
11737,Gauss_005.csv,0.14,0.08,0.891160873625
15441,Parcel_006.csv,0.05,0.02,0.946029815235
1988,Combo_010.csv,0.19,0.09,0.926237983995
7737,DiagonalRot_003.csv,0.14,0.08,0.9683585537739999
16901,Parcel_013.csv,0.11,0.02,0.963184839296
10561,DiagonalRot_eny_005.csv,0.17,0.02,0.999264138857
201,Combo_002.csv,0.01,0.02,0.6733359497210001
20629,Uniform_eny_002.csv,0.03,0.1,0.98299634345
15166,Parcel_004.csv,0.17,0.07,0.991293708866
4855,Diagonal_enx_001.csv,0.06,0.06,0.9462888107490001
20377,Uniform_enx_006.csv,0.18,0.08,0.992036407811
9741,DiagonalRot_eny_001.csv,0.15,0.02,0.981927522271
12502,Gauss_enx_003.csv,0.11,0.03,0.821313093599
15950,Parcel_008.csv,0.16,0.01,0.956467641344
3765,Diagonal_001.csv,0.17,0.06,0.971536290174
18749,Uniform_004.csv,0.15,0.1,0.99574494359
13452,Gauss_eny_002.csv,0.06,0.03,0.8269123452949999
6432,Diagonal_eny_003.csv,0.04,0.03,0.916336152507
7846,DiagonalRot_004.csv,0.05,0.07,0.976841255485
12253,Gauss_enx_002.csv,0.06,0.04,0.7222253380179999
16402,Parcel_011.csv,0.01,0.03,0.9363230015520001
16433,Parcel_011.csv,0.04,0.04,0.9780930136579999
887,Combo_005.csv,0.09,0.08,0.9365074162989999
6261,Diagonal_eny_002.csv,0.07,0.02,0.929145227205
6989,Diagonal_eny_005.csv,0.19,0.1,0.950356054536
6043,Diagonal_eny_001.csv,0.05,0.04,0.955491928252
10808,Gauss_001.csv,0.01,0.09,0.72940746615
1424,Combo_008.csv,0.03,0.05,0.9748269310340001
16523,Parcel_011.csv,0.13,0.04,0.987354660204
15924,Parcel_008.csv,0.13,0.05,0.9902970257860001
112,Combo_001.csv,0.12,0.03,0.839367314839
8160,DiagonalRot_005.csv,0.17,0.01,0.9328782284299999
20180,Uniform_enx_005.csv,0.19,0.01,0.9656897837489999
16199,Parcel_009.csv,0.2,0.1,0.9945283426129999
4559,Diagonal_005.csv,0.16,0.1,0.955572963125
19032,Uniform_006.csv,0.04,0.03,0.972197877815
11442,Gauss_004.csv,0.05,0.03,0.7689827930230001
11254,Gauss_003.csv,0.06,0.05,0.750506233513
19343,Uniform_enx_001.csv,0.15,0.04,0.9877560265700001
8566,DiagonalRot_enx_001.csv,0.17,0.07,0.993479859114
16311,Parcel_010.csv,0.12,0.02,0.9609138659700001
10758,DiagonalRot_eny_006.csv,0.16,0.09,0.9795606179809999
17266,Parcel_015.csv,0.07,0.07,0.9839445900820001
16835,Parcel_013.csv,0.04,0.06,0.9800874764030001
3731,Diagonal_001.csv,0.14,0.02,0.938321544856
20479,Uniform_eny_001.csv,0.08,0.1,0.9943885378749999
4986,Diagonal_enx_001.csv,0.19,0.07,0.9693765885619999
2763,Combo_014.csv,0.17,0.04,0.9622774457619999
13794,Gauss_eny_003.csv,0.2,0.05,0.889870298153
19765,Uniform_enx_003.csv,0.17,0.06,0.991153641469
1855,Combo_010.csv,0.06,0.06,0.860978072648
15599,Parcel_006.csv,0.2,0.1,0.994741676533
12812,Gauss_enx_005.csv,0.02,0.03,0.695880834798
999,Combo_005.csv,0.2,0.1,0.941778125992
389,Combo_002.csv,0.19,0.1,0.901876818406
11599,Gauss_004.csv,0.2,0.1,0.87840153802
6426,Diagonal_eny_003.csv,0.03,0.07,0.935444561659
17860,Parcel_018.csv,0.07,0.01,0.7133909851119999
10578,DiagonalRot_eny_005.csv,0.18,0.09,0.983432442697
20691,Uniform_eny_002.csv,0.1,0.02,0.962583198132
8112,DiagonalRot_005.csv,0.12,0.03,0.9328898657279999
17376,Parcel_015.csv,0.18,0.07,0.990980648988
4997,Diagonal_enx_001.csv,0.2,0.08,0.9645837107140001
14211,Gauss_eny_006.csv,0.02,0.02,0.790511115792
20739,Uniform_eny_002.csv,0.14,0.1,0.993409195215
4796,Diagonal_006.csv,0.2,0.07,0.9611219795270001
4769,Diagonal_006.csv,0.17,0.1,0.9634099101629999
17677,Parcel_017.csv,0.08,0.08,0.9891824484980001
11065,Gauss_002.csv,0.07,0.06,0.820951053601
4173,Diagonal_003.csv,0.18,0.04,0.957537403902
20682,Uniform_eny_002.csv,0.09,0.03,0.972367013099
1907,Combo_010.csv,0.11,0.08,0.908132212024
4946,Diagonal_enx_001.csv,0.15,0.07,0.973243889748
8560,DiagonalRot_enx_001.csv,0.17,0.01,0.9924262866079999
6033,Diagonal_eny_001.csv,0.04,0.04,0.942967633088
7619,DiagonalRot_003.csv,0.02,0.1,0.943865525611
1151,Combo_006.csv,0.16,0.02,0.931740707499
17951,Parcel_018.csv,0.16,0.02,0.905233388352
19697,Uniform_enx_003.csv,0.1,0.08,0.9919511130349999
9689,DiagonalRot_eny_001.csv,0.09,0.1,0.9866940579700001
7106,Diagonal_eny_006.csv,0.11,0.07,0.9593651775759999
20360,Uniform_enx_006.csv,0.17,0.01,0.9343993193919999
4287,Diagonal_004.csv,0.09,0.08,0.9643311269939999
2230,Combo_012.csv,0.04,0.01,0.706941444321
174,Combo_001.csv,0.18,0.05,0.8820935896909999
8752,DiagonalRot_enx_002.csv,0.16,0.03,0.968606038627
3408,Combo_018.csv,0.01,0.09,0.9805428726819999
1538,Combo_008.csv,0.14,0.09,0.9948693910870001
2292,Combo_012.csv,0.1,0.03,0.797517913213
9523,DiagonalRot_enx_006.csv,0.13,0.04,0.9642153244120001
1363,Combo_007.csv,0.17,0.04,0.9850523921459999
4357,Diagonal_004.csv,0.16,0.08,0.965658694026
680,Combo_004.csv,0.09,0.01,0.935920563581
13050,Gauss_enx_006.csv,0.06,0.01,0.7760867299449999
3664,Diagonal_001.csv,0.07,0.05,0.9355864144789999
18045,Uniform_001.csv,0.05,0.06,0.989051345816
508,Combo_003.csv,0.11,0.09,0.938660745447
166,Combo_001.csv,0.17,0.07,0.8751222275049999
13689,Gauss_eny_003.csv,0.09,0.1,0.906615079217
19703,Uniform_enx_003.csv,0.11,0.04,0.9856914726980001
1914,Combo_010.csv,0.12,0.05,0.881866022423
7263,DiagonalRot_001.csv,0.07,0.04,0.959572478688
10728,DiagonalRot_eny_006.csv,0.13,0.09,0.9742061095200001
1104,Combo_006.csv,0.11,0.05,0.920562525643
12067,Gauss_enx_001.csv,0.07,0.08,0.820356384515
2610,Combo_014.csv,0.02,0.01,0.911604112351
9944,DiagonalRot_eny_002.csv,0.15,0.05,0.974453587552
5310,Diagonal_enx_003.csv,0.12,0.01,0.906981300264
18813,Uniform_005.csv,0.02,0.04,0.9630272952140001
11108,Gauss_002.csv,0.11,0.09,0.8722830159630001
11156,Gauss_002.csv,0.16,0.07,0.8789512750949999
152,Combo_001.csv,0.16,0.03,0.843750630385
13422,Gauss_eny_002.csv,0.03,0.03,0.805290719146
2832,Combo_015.csv,0.04,0.03,0.893692388337
21492,Uniform_eny_006.csv,0.1,0.03,0.9810103547969999
18204,Uniform_002.csv,0.01,0.05,0.958236130521
3551,Combo_018.csv,0.16,0.02,0.978301515776
18855,Uniform_005.csv,0.06,0.06,0.987192369917
20019,Uniform_enx_005.csv,0.02,0.1,0.986232443847
12541,Gauss_enx_003.csv,0.15,0.02,0.818780375709
4538,Diagonal_005.csv,0.14,0.09,0.9465249590270001
14367,Gauss_eny_006.csv,0.17,0.08,0.890097411383
19642,Uniform_enx_003.csv,0.05,0.03,0.9657561307629999
10014,DiagonalRot_eny_003.csv,0.02,0.05,0.987974734598
12278,Gauss_enx_002.csv,0.08,0.09,0.798185399205
20131,Uniform_enx_005.csv,0.14,0.02,0.977094127491
15088,Parcel_004.csv,0.09,0.09,0.991389781105
20545,Uniform_eny_001.csv,0.15,0.06,0.9931964225059999
5141,Diagonal_enx_002.csv,0.15,0.02,0.948357290168
11814,Gauss_006.csv,0.02,0.05,0.726310051399
20208,Uniform_enx_006.csv,0.01,0.09,0.9666047414460001
3450,Combo_018.csv,0.06,0.01,0.922074670181
16589,Parcel_011.csv,0.19,0.1,0.996036848195
13156,Gauss_enx_006.csv,0.16,0.07,0.85300100586
2749,Combo_014.csv,0.15,0.1,0.950393740045
12707,Gauss_enx_004.csv,0.11,0.08,0.84015270367
13131,Gauss_enx_006.csv,0.14,0.02,0.796557219845
12251,Gauss_enx_002.csv,0.06,0.02,0.7394328591949999
10179,DiagonalRot_eny_003.csv,0.18,0.1,0.992743662578
5810,Diagonal_enx_006.csv,0.02,0.01,0.9311947295730001
5634,Diagonal_enx_005.csv,0.04,0.05,0.9050737376119999
11580,Gauss_004.csv,0.19,0.01,0.823599484729
13926,Gauss_eny_004.csv,0.13,0.07,0.873635415227
20695,Uniform_eny_002.csv,0.1,0.06,0.987382655358
1380,Combo_007.csv,0.19,0.01,0.946983506638
20120,Uniform_enx_005.csv,0.13,0.01,0.950897378873
14901,Parcel_003.csv,0.11,0.02,0.963182309066
3832,Diagonal_002.csv,0.04,0.03,0.957452385134
20216,Uniform_enx_006.csv,0.02,0.07,0.9711363690260001
4776,Diagonal_006.csv,0.18,0.07,0.9564210454629999
4276,Diagonal_004.csv,0.08,0.07,0.9424193388590001
4958,Diagonal_enx_001.csv,0.16,0.09,0.956317795476
21178,Uniform_eny_004.csv,0.18,0.09,0.9963268923090001
19025,Uniform_006.csv,0.03,0.06,0.98441064921
16662,Parcel_012.csv,0.07,0.03,0.9391642708299999
7415,DiagonalRot_002.csv,0.02,0.06,0.968776332549
3252,Combo_017.csv,0.06,0.03,0.9696140535700001
19833,Uniform_enx_004.csv,0.04,0.04,0.977055656957
16673,Parcel_012.csv,0.08,0.04,0.961566191455
19524,Uniform_enx_002.csv,0.13,0.05,0.9898626539929999
19236,Uniform_enx_001.csv,0.04,0.07,0.9866680570280001
14300,Gauss_eny_006.csv,0.11,0.01,0.834367501771
15523,Parcel_006.csv,0.13,0.04,0.9829537940880001
14270,Gauss_eny_006.csv,0.08,0.01,0.826628767008
12327,Gauss_enx_002.csv,0.13,0.08,0.8195740839129999
11546,Gauss_004.csv,0.15,0.07,0.831177346813
15639,Parcel_007.csv,0.04,0.1,0.9911098504620001
15042,Parcel_004.csv,0.05,0.03,0.9512630649439999
14208,Gauss_eny_006.csv,0.01,0.09,0.7855129596639999
2468,Combo_013.csv,0.07,0.09,0.948418598294
19335,Uniform_enx_001.csv,0.14,0.06,0.9926211985619999
16654,Parcel_012.csv,0.06,0.05,0.967202279803
11757,Gauss_005.csv,0.16,0.08,0.8840119588940001
13869,Gauss_eny_004.csv,0.07,0.1,0.8369565306739999
16998,Parcel_013.csv,0.2,0.09,0.9935624532790001
9583,DiagonalRot_enx_006.csv,0.19,0.04,0.964931464203
